Tanggal;Banten;Jawa Barat;DKI Jakarta;Jawa Tengah;DI Yogyakarta;Jawa Timur;;
14/09/2024;15600;15350;16950;14900;15000;14700;;
15/09/2024;15600;15350;16950;14900;15000;14700;;
16/09/2024;15550;15300;16900;14850;14950;14650;;
17/09/2024;15500;15250;16850;14800;14900;14600;;
18/09/2024;15450;15200;16800;14750;14850;14550;;
19/09/2024;15400;15150;16750;14700;14800;14500;;
20/09/2024;15350;15100;16700;14650;14750;14450;;
21/09/2024;15350;15100;16700;14650;14750;14450;;
22/09/2024;15350;15100;16700;14650;14750;14450;;
23/09/2024;15300;15050;16650;14600;14700;14400;;
24/09/2024;15250;15000;16600;14550;14650;14350;;
25/09/2024;15200;14950;16550;14500;14600;14300;;
26/09/2024;15150;14900;16500;14450;14550;14250;;
27/09/2024;15100;14850;16450;14400;14500;14200;;
28/09/2024;15100;14850;16450;14400;14500;14200;;
29/09/2024;15100;14850;16450;14400;14500;14200;;
30/09/2024;15150;14900;16500;14450;14550;14250;;
01/10/2024;15200;14950;16550;14500;14600;14300;;
02/10/2024;15250;15000;16600;14550;14650;14350;;
03/10/2024;15300;15050;16650;14600;14700;14400;;
04/10/2024;15350;15100;16700;14650;14750;14450;;
05/10/2024;15350;15100;16700;14650;14750;14450;;
06/10/2024;15350;15100;16700;14650;14750;14450;;
07/10/2024;15400;15150;16750;14700;14800;14500;;
08/10/2024;15450;15200;16800;14750;14850;14550;;
09/10/2024;15500;15250;16850;14800;14900;14600;;
10/10/2024;15550;15300;16900;14850;14950;14650;;
11/10/2024;15600;15350;16950;14900;15000;14700;;
12/10/2024;15600;15350;16950;14900;15000;14700;;
13/10/2024;15600;15350;16950;14900;15000;14700;;
14/10/2024;15650;15400;17000;14950;15050;14750;;
15/10/2024;15700;15450;17050;15000;15100;14800;;
16/10/2024;15750;15500;17100;15050;15150;14850;;
17/10/2024;15800;15550;17150;15100;15200;14900;;
18/10/2024;15850;15600;17200;15150;15250;14950;;
19/10/2024;15850;15600;17200;15150;15250;14950;;
20/10/2024;15850;15600;17200;15150;15250;14950;;
21/10/2024;15900;15650;17250;15200;15300;15000;;
22/10/2024;15950;15700;17300;15250;15350;15050;;
23/10/2024;16000;15750;17350;15300;15400;15100;;
24/10/2024;16050;15800;17400;15350;15450;15150;;
25/10/2024;16100;15850;17450;15400;15500;15200;;
26/10/2024;16100;15850;17450;15400;15500;15200;;
27/10/2024;16100;15850;17450;15400;15500;15200;;
28/10/2024;16050;15800;17400;15350;15450;15150;;
29/10/2024;16000;15750;17350;15300;15400;15100;;
30/10/2024;15950;15700;17300;15250;15350;15050;;
31/10/2024;15900;15650;17250;15200;15300;15000;;
01/11/2024;15850;15600;17200;15150;15250;14950;;
02/11/2024;15850;15600;17200;15150;15250;14950;;
03/11/2024;15850;15600;17200;15150;15250;14950;;
04/11/2024;15800;15550;17150;15100;15200;14900;;
05/11/2024;15750;15500;17100;15050;15150;14850;;
06/11/2024;15700;15450;17050;15000;15100;14800;;
07/11/2024;15650;15400;17000;14950;15050;14750;;
08/11/2024;15600;15350;16950;14900;15000;14700;;
09/11/2024;15600;15350;16950;14900;15000;14700;;
10/11/2024;15600;15350;16950;14900;15000;14700;;
11/11/2024;15550;15300;16900;14850;14950;14650;;
12/11/2024;15500;15250;16850;14800;14900;14600;;
13/11/2024;15450;15200;16800;14750;14850;14550;;
14/11/2024;15400;15150;16750;14700;14800;14500;;
15/11/2024;15350;15100;16700;14650;14750;14450;;
16/11/2024;15350;15100;16700;14650;14750;14450;;
17/11/2024;15350;15100;16700;14650;14750;14450;;
18/11/2024;15300;15050;16650;14600;14700;14400;;
19/11/2024;15250;15000;16600;14550;14650;14350;;
20/11/2024;15200;14950;16550;14500;14600;14300;;
21/11/2024;15150;14900;16500;14450;14550;14250;;
22/11/2024;15100;14850;16450;14400;14500;14200;;
23/11/2024;15100;14850;16450;14400;14500;14200;;
24/11/2024;15100;14850;16450;14400;14500;14200;;
25/11/2024;15150;14900;16500;14450;14550;14250;;
26/11/2024;15200;14950;16550;14500;14600;14300;;
27/11/2024;15250;15000;16600;14550;14650;14350;;
28/11/2024;15300;15050;16650;14600;14700;14400;;
29/11/2024;15350;15100;16700;14650;14750;14450;;
30/11/2024;15350;15100;16700;14650;14750;14450;;
01/12/2024;15350;15100;16700;14650;14750;14450;;
02/12/2024;15400;15150;16750;14700;14800;14500;;
03/12/2024;15450;15200;16800;14750;14850;14550;;
04/12/2024;15500;15250;16850;14800;14900;14600;;
05/12/2024;15550;15300;16900;14850;14950;14650;;
06/12/2024;15600;15350;16950;14900;15000;14700;;
07/12/2024;15600;15350;16950;14900;15000;14700;;
08/12/2024;15600;15350;16950;14900;15000;14700;;
09/12/2024;15650;15400;17000;14950;15050;14750;;
10/12/2024;15700;15450;17050;15000;15100;14800;;
11/12/2024;15750;15500;17100;15050;15150;14850;;
12/12/2024;15800;15550;17150;15100;15200;14900;;
13/12/2024;15850;15600;17200;15150;15250;14950;;
14/12/2024;15850;15600;17200;15150;15250;14950;;
15/12/2024;15850;15600;17200;15150;15250;14950;;
16/12/2024;15900;15650;17250;15200;15300;15000;;
17/12/2024;15950;15700;17300;15250;15350;15050;;
18/12/2024;16000;15750;17350;15300;15400;15100;;
19/12/2024;16050;15800;17400;15350;15450;15150;;
20/12/2024;16100;15850;17450;15400;15500;15200;;
21/12/2024;16100;15850;17450;15400;15500;15200;;
22/12/2024;16100;15850;17450;15400;15500;15200;;
23/12/2024;16150;15900;17500;15450;15550;15250;;
24/12/2024;16200;15950;17550;15500;15600;15300;;
25/12/2024;16250;16000;17600;15550;15650;15350;;
26/12/2024;16300;16050;17650;15600;15700;15400;;
27/12/2024;16350;16100;17700;15650;15750;15450;;
28/12/2024;16350;16100;17700;15650;15750;15450;;
29/12/2024;16350;16100;17700;15650;15750;15450;;
30/12/2024;16400;16150;17750;15700;15800;15500;;
31/12/2024;16450;16200;17800;15750;15850;15550;;
01/01/2025;14758;14263;15697;14004;14264;14004;
02/01/2025;14883;14331;15629;14027;14169;13948;
03/01/2025;14921;14375;15636;13992;14181;13913;
04/01/2025;14897;14238;15669;14119;14335;13952;
05/01/2025;14896;14291;15705;14061;14331;13922;
06/01/2025;14869;14352;15607;14045;14321;14021;
07/01/2025;14891;14240;15610;14081;14241;14074;
08/01/2025;14874;14261;15657;14000;14222;14077;
09/01/2025;14887;14253;15724;14070;14310;13931;
10/01/2025;14912;14333;15713;14182;14232;14067;
11/01/2025;14761;14328;15577;14100;14215;13986;
12/01/2025;14769;14385;15623;14103;14317;13941;
13/01/2025;14795;14276;15624;14190;14267;14039;
14/01/2025;14745;14308;15563;14057;14201;14045;
15/01/2025;14839;14298;15658;14013;14233;14081;
16/01/2025;14907;14364;15627;14164;14247;13894;
17/01/2025;14751;14210;15565;14174;14214;14019;
18/01/2025;14764;14209;15668;14069;14256;13962;
19/01/2025;14877;14241;15677;14069;14315;13948;
20/01/2025;14825;14304;15718;14175;14278;13924;
21/01/2025;14881;14379;15617;14179;14185;13959;
22/01/2025;14786;14375;15678;14131;14258;13972;
23/01/2025;14832;14331;15580;14037;14305;14068;
24/01/2025;14869;14288;15625;13990;14330;14046;
25/01/2025;14875;14241;15591;14176;14147;13958;
26/01/2025;14873;14351;15683;14042;14172;13936;
27/01/2025;14940;14232;15677;14023;14156;13896;
28/01/2025;14754;14259;15701;14057;14268;14088;
29/01/2025;14740;14233;15684;14177;14217;13998;
30/01/2025;14917;14238;15636;14053;14212;13938;
31/01/2025;14867;14296;15622;14128;14260;13912;
01/02/2025;14867;14270;15598;14122;14218;14085;
02/02/2025;14896;14356;15569;14082;14211;13997;
03/02/2025;14922;14366;15747;14016;14238;13932;
04/02/2025;14891;14373;15637;14114;14246;13962;
05/02/2025;14812;14357;15749;14064;14172;13937;
06/02/2025;14894;14371;15695;14119;14347;13989;
07/02/2025;14846;14249;15665;14136;14244;13957;
08/02/2025;14928;14267;15617;14012;14333;13965;
09/02/2025;14841;14394;15632;14060;14296;13954;
10/02/2025;14803;14320;15713;14092;14306;14075;
11/02/2025;14916;14376;15709;14158;14347;14017;
12/02/2025;14926;14259;15739;14081;14239;13982;
13/02/2025;14785;14246;15624;14116;14340;13992;
14/02/2025;14884;14255;15708;14124;14211;13921;
15/02/2025;14946;14400;15624;14129;14273;13971;
16/02/2025;14775;14357;15703;14138;14311;13967;
17/02/2025;14853;14290;15571;14159;14281;14007;
18/02/2025;14953;14234;15674;14156;14335;14054;
19/02/2025;14850;14240;15598;14170;14302;14072;
20/02/2025;14906;14297;15561;14056;14231;13913;
21/02/2025;14867;14383;15720;14126;14177;13934;
22/02/2025;14847;14291;15662;14100;14323;13973;
23/02/2025;14855;14340;15653;14044;14351;13997;
24/02/2025;14889;14356;15632;14061;14258;13971;
25/02/2025;14946;14331;15607;14150;14170;14026;
26/02/2025;14862;14244;15657;14146;14281;14051;
27/02/2025;14960;14226;15569;14045;14321;13924;
28/02/2025;14950;14396;15635;14024;14315;14100;
01/03/2025;14830;14245;15759;14137;14330;14017;
02/03/2025;14952;14386;15763;14076;14289;13994;
03/03/2025;14910;14257;15649;14103;14197;14101;
04/03/2025;14821;14240;15654;14128;14359;14047;
05/03/2025;14886;14261;15718;14186;14263;14045;
06/03/2025;14858;14430;15681;14205;14181;13938;
07/03/2025;14973;14417;15601;14133;14338;13981;
08/03/2025;14841;14376;15608;14216;14218;14093;
09/03/2025;14793;14385;15760;14191;14217;13967;
10/03/2025;14800;14424;15733;14169;14332;14000;
11/03/2025;14828;14391;15660;14191;14256;13960;
12/03/2025;14839;14233;15770;14063;14357;14107;
13/03/2025;14850;14236;15629;14031;14268;14112;
14/03/2025;14819;14244;15653;14116;14182;14112;
15/03/2025;14895;14421;15743;14054;14240;14022;
16/03/2025;14910;14336;15660;14130;14266;14053;
17/03/2025;14902;14430;15617;14092;14335;13933;
18/03/2025;14835;14399;15700;14195;14307;13962;
19/03/2025;14801;14254;15749;14143;14331;14080;
20/03/2025;14933;14332;15609;14197;14378;14007;
21/03/2025;14809;14406;15639;14150;14326;14021;
22/03/2025;14896;14263;15649;14198;14270;14089;
23/03/2025;14838;14421;15779;14196;14358;14104;
24/03/2025;14944;14329;15643;14187;14226;14047;
25/03/2025;14798;14303;15684;14040;14310;13934;
26/03/2025;14796;14245;15631;14224;14189;14125;
27/03/2025;14902;14249;15779;14146;14250;14021;
28/03/2025;14828;14239;15704;14111;14238;13939;
29/03/2025;14976;14358;15673;14065;14335;13951;
30/03/2025;14883;14253;15769;14179;14185;14114;
31/03/2025;14831;14285;15633;14095;14251;14134;
01/04/2025;14966;14319;15780;14099;14358;14146;
02/04/2025;14839;14340;15718;14154;14390;14003;
03/04/2025;14808;14319;15632;14115;14220;14004;
04/04/2025;14897;14356;15773;14124;14279;13954;
05/04/2025;14999;14291;15676;14084;14245;14132;
06/04/2025;14841;14299;15657;14190;14227;13987;
07/04/2025;14819;14392;15621;14129;14315;14144;
08/04/2025;14851;14302;15750;14166;14299;13998;
09/04/2025;14821;14269;15772;14106;14376;14021;
10/04/2025;14947;14382;15735;14140;14216;14055;
11/04/2025;14878;14349;15623;14233;14292;13962;
12/04/2025;14986;14291;15622;14050;14260;14068;
13/04/2025;14932;14342;15688;14055;14334;14088;
14/04/2025;14970;14439;15765;14162;14367;13964;
15/04/2025;14870;14311;15617;14157;14293;14114;
16/04/2025;14973;14448;15792;14082;14204;13952;
17/04/2025;14821;14373;15632;14068;14345;14141;
18/04/2025;14994;14421;15603;14108;14336;14109;
19/04/2025;14904;14402;15729;14166;14394;14080;
20/04/2025;14858;14313;15641;14102;14342;13962;
21/04/2025;14897;14385;15648;14169;14249;14055;
22/04/2025;14978;14250;15711;14183;14293;14124;
23/04/2025;14879;14428;15756;14054;14262;14124;
24/04/2025;14870;14281;15637;14211;14344;14148;
25/04/2025;14807;14399;15748;14130;14384;14049;
26/04/2025;14945;14444;15648;14125;14230;14022;
27/04/2025;14894;14269;15605;14217;14339;14029;
28/04/2025;14951;14291;15704;14177;14208;14098;
29/04/2025;14969;14352;15665;14216;14262;14031;
30/04/2025;14891;14300;15626;14173;14229;14094;
01/05/2025;14848;14411;15645;14116;14270;14001;
02/05/2025;14843;14340;15743;14168;14277;14062;
03/05/2025;14854;14460;15693;14256;14245;14039;
04/05/2025;14899;14313;15775;14097;14395;14116;
05/05/2025;14835;14324;15798;14073;14337;14085;
06/05/2025;14868;14290;15726;14107;14244;14019;
07/05/2025;14958;14399;15649;14194;14296;14061;
08/05/2025;14842;14297;15633;14198;14328;14015;
09/05/2025;14995;14413;15769;14113;14345;14144;
10/05/2025;14885;14383;15635;14270;14362;14115;
11/05/2025;14830;14422;15663;14121;14380;13972;
12/05/2025;14859;14442;15721;14186;14416;14003;
13/05/2025;15005;14284;15732;14070;14275;14086;
14/05/2025;14888;14342;15733;14202;14390;14162;
15/05/2025;14892;14365;15675;14189;14414;14040;
16/05/2025;14895;14308;15762;14177;14303;14014;
17/05/2025;14906;14406;15730;14137;14257;14110;
18/05/2025;14917;14343;15808;14154;14298;14067;
19/05/2025;14927;14287;15733;14190;14250;14165;
20/05/2025;15000;14290;15699;14133;14222;14140;
21/05/2025;14904;14424;15807;14133;14399;14103;
22/05/2025;14850;14438;15792;14071;14318;14044;
23/05/2025;14954;14344;15621;14268;14371;14133;
24/05/2025;14966;14433;15693;14243;14297;14070;
25/05/2025;15008;14349;15761;14248;14392;14152;
26/05/2025;14923;14391;15761;14198;14222;14145;
27/05/2025;14876;14429;15720;14243;14273;14046;
28/05/2025;14845;14362;15650;14095;14418;14043;
29/05/2025;15009;14299;15747;14124;14307;14126;
30/05/2025;14941;14311;15736;14144;14286;14034;
31/05/2025;14909;14364;15713;14147;14332;14034;
01/06/2025;15024;14303;15766;14264;14355;14093;
02/06/2025;15016;14449;15785;14208;14410;14081;
03/06/2025;14994;14436;15680;14131;14252;14054;
04/06/2025;14886;14488;15770;14286;14268;14138;
05/06/2025;14895;14381;15765;14091;14403;14023;
06/06/2025;14850;14465;15752;14195;14286;14002;
07/06/2025;14988;14292;15786;14145;14330;13995;
08/06/2025;15009;14394;15644;14276;14357;14190;
09/06/2025;14842;14380;15781;14135;14334;14182;
10/06/2025;15023;14352;15650;14237;14336;14152;
11/06/2025;14865;14291;15818;14165;14337;14027;
12/06/2025;14999;14331;15755;14214;14247;14092;
13/06/2025;14896;14480;15694;14128;14337;14047;
14/06/2025;14963;14418;15708;14117;14345;14075;
15/06/2025;14892;14451;15745;14108;14251;13994;
16/06/2025;14976;14406;15660;14129;14380;14126;
17/06/2025;14874;14320;15828;14193;14244;14073;
18/06/2025;14870;14311;15671;14249;14274;14065;
19/06/2025;14886;14338;15709;14288;14324;14185;
20/06/2025;14969;14470;15784;14285;14314;14110;
21/06/2025;15017;14334;15780;14220;14318;14152;
22/06/2025;14922;14301;15750;14099;14306;14065;
23/06/2025;14974;14333;15752;14135;14395;14069;
24/06/2025;14907;14341;15817;14275;14345;13998;
25/06/2025;14904;14441;15678;14253;14397;14002;
26/06/2025;14919;14307;15700;14208;14389;14072;
27/06/2025;14843;14354;15728;14161;14310;14061;
28/06/2025;15038;14339;15755;14238;14245;14171;
29/06/2025;14931;14412;15833;14151;14282;14059;
30/06/2025;15018;14419;15843;14219;14434;14111;
01/07/2025;14961;14374;15722;14186;14308;14139;
02/07/2025;15038;14334;15839;14230;14349;14173;
03/07/2025;14908;14368;15833;14176;14340;14054;
04/07/2025;15005;14434;15736;14310;14407;14058;
05/07/2025;14922;14391;15694;14221;14428;14174;
06/07/2025;15016;14460;15708;14310;14345;14170;
07/07/2025;14972;14384;15720;14227;14369;14100;
08/07/2025;14909;14312;15726;14189;14392;14207;
09/07/2025;14899;14331;15812;14129;14299;14117;
10/07/2025;14964;14405;15775;14186;14309;14081;
11/07/2025;14923;14418;15674;14148;14421;14190;
12/07/2025;15024;14400;15665;14283;14304;14119;
13/07/2025;14989;14451;15844;14274;14271;14089;
14/07/2025;14941;14372;15725;14260;14337;14095;
15/07/2025;15051;14505;15790;14251;14285;14156;
16/07/2025;14952;14486;15819;14304;14371;14116;
17/07/2025;14875;14383;15721;14199;14379;14134;
18/07/2025;14917;14399;15708;14134;14296;14192;
19/07/2025;15038;14490;15660;14294;14299;14087;
20/07/2025;14979;14335;15727;14187;14370;14130;
21/07/2025;14980;14446;15712;14142;14383;14118;
22/07/2025;14994;14344;15743;14150;14321;14019;
23/07/2025;15054;14484;15734;14188;14448;14108;
24/07/2025;14918;14358;15770;14187;14344;14157;
25/07/2025;14886;14508;15677;14157;14424;14038;
26/07/2025;14980;14435;15666;14128;14396;14048;
27/07/2025;14876;14378;15817;14293;14416;14208;
28/07/2025;15014;14503;15795;14113;14317;14114;
29/07/2025;15067;14443;15779;14192;14435;14139;
30/07/2025;14975;14521;15729;14306;14331;14095;
31/07/2025;15071;14458;15853;14146;14396;14098;
01/08/2025;15068;14357;15837;14253;14471;14036;
02/08/2025;15056;14468;15834;14322;14449;14227;
03/08/2025;14910;14484;15838;14209;14427;14205;
04/08/2025;14954;14422;15705;14307;14436;14148;
05/08/2025;15009;14358;15774;14188;14352;14112;
06/08/2025;14956;14515;15703;14152;14382;14055;
07/08/2025;14944;14464;15715;14206;14302;14193;
08/08/2025;14998;14378;15772;14180;14349;14042;
09/08/2025;14976;14330;15687;14139;14389;14202;
10/08/2025;15051;14365;15799;14309;14423;14042;
11/08/2025;15002;14399;15851;14210;14309;14031;
12/08/2025;14923;14412;15879;14288;14348;14109;
13/08/2025;14971;14418;15799;14239;14433;14037;
14/08/2025;15077;14450;15807;14226;14315;14132;
15/08/2025;14988;14399;15858;14135;14432;14053;
16/08/2025;15003;14406;15725;14321;14448;14035;
17/08/2025;14990;14421;15744;14312;14324;14199;
18/08/2025;15043;14448;15786;14217;14348;14117;
19/08/2025;15066;14486;15755;14265;14331;14063;
20/08/2025;14932;14473;15813;14289;14286;14092;
21/08/2025;14946;14509;15735;14238;14285;14220;
22/08/2025;15039;14388;15685;14325;14387;14048;
23/08/2025;15054;14415;15866;14183;14371;14056;
24/08/2025;15063;14482;15758;14262;14360;14183;
25/08/2025;15075;14360;15689;14260;14427;14118;
26/08/2025;14884;14484;15858;14141;14343;14123;
27/08/2025;15031;14381;15823;14161;14291;14043;
28/08/2025;15020;14474;15854;14339;14464;14060;
29/08/2025;15063;14426;15721;14271;14459;14152;
30/08/2025;15091;14476;15770;14202;14440;14109;
31/08/2025;15035;14474;15772;14257;14462;14079;
01/09/2025;14978;14442;15798;14203;14416;14121;
02/09/2025;14968;14474;15737;14196;14347;14241;
03/09/2025;14982;14477;15839;14168;14392;14245;
04/09/2025;15034;14524;15722;14295;14361;14192;
05/09/2025;14972;14437;15758;14228;14438;14102;
06/09/2025;15064;14406;15731;14300;14315;14168;
07/09/2025;14958;14366;15841;14215;14450;14199;
08/09/2025;15078;14402;15755;14320;14354;14120;
09/09/2025;15092;14467;15731;14218;14466;14177;
10/09/2025;14910;14527;15829;14350;14471;14145;
11/09/2025;14974;14458;15786;14170;14435;14080;
12/09/2025;15003;14452;15748;14299;14339;14217;
13/09/2025;14925;14424;15869;14221;14301;14166;
14/09/2025;15021;14498;15801;14341;14484;14235;
15/09/2025;15087;14490;15797;14273;14372;14201;
16/09/2025;15047;14472;15808;14327;14353;14232;
17/09/2025;14969;14531;15731;14196;14431;14075;
18/09/2025;14977;14480;15845;14347;14357;14126;
19/09/2025;15019;14460;15765;14151;14490;14134;
20/09/2025;15087;14541;15811;14345;14331;14169;
21/09/2025;14991;14469;15770;14336;14369;14225;
22/09/2025;14936;14484;15870;14178;14360;14192;
23/09/2025;15067;14357;15809;14230;14470;14125;
24/09/2025;14937;14486;15864;14296;14393;14167;
25/09/2025;15062;14394;15750;14227;14480;14227;
26/09/2025;14931;14494;15813;14227;14341;14239;
27/09/2025;15069;14392;15899;14200;14476;14207;
28/09/2025;15043;14563;15829;14298;14391;14243;
29/09/2025;14951;14442;15880;14362;14493;14165;
30/09/2025;15080;14542;15896;14275;14482;14102;
01/10/2025;15052;14565;15790;14346;14430;14100;
02/10/2025;15000;14502;15809;14350;14461;14080;
03/10/2025;15076;14456;15756;14227;14346;14095;
04/10/2025;15062;14463;15800;14185;14429;14188;
05/10/2025;15017;14466;15895;14366;14330;14163;
06/10/2025;15052;14434;15769;14177;14443;14265;
07/10/2025;14958;14424;15884;14301;14372;14102;
08/10/2025;14931;14454;15785;14264;14482;14090;
09/10/2025;15077;14436;15866;14364;14393;14141;
10/10/2025;15046;14468;15875;14241;14464;14262;
11/10/2025;14953;14439;15914;14212;14485;14263;
12/10/2025;14972;14559;15787;14260;14414;14121;
13/10/2025;15033;14379;15791;14204;14493;14079;
14/10/2025;15109;14563;15724;14361;14450;14071;
15/10/2025;14965;14458;15759;14364;14425;14213;
16/10/2025;15081;14490;15860;14212;14350;14080;
17/10/2025;14974;14549;15792;14299;14451;14095;
18/10/2025;15109;14564;15903;14262;14492;14109;
19/10/2025;14988;14523;15793;14343;14452;14172;
20/10/2025;14982;14567;15880;14348;14502;14094;
21/10/2025;15067;14568;15895;14213;14442;14073;
22/10/2025;15022;14452;15899;14355;14432;14090;
23/10/2025;15063;14383;15791;14233;14431;14152;
24/10/2025;14945;14543;15726;14282;14331;14152;
25/10/2025;14927;14399;15838;14291;14392;14096;
26/10/2025;14927;14427;15851;14188;14477;14231;
27/10/2025;15061;14424;15895;14247;14476;14098;
28/10/2025;15018;14436;15884;14281;14465;14282;
29/10/2025;15112;14568;15745;14286;14416;14173;
30/10/2025;15057;14397;15802;14334;14516;14101;
31/10/2025;14970;14415;15765;14232;14479;14178;
01/11/2025;14975;14504;15837;14378;14434;14129;
02/11/2025;14946;14433;15759;14305;14460;14246;
03/11/2025;15088;14551;15785;14223;14372;14184;
04/11/2025;14957;14487;15926;14348;14343;14139;
05/11/2025;14995;14477;15749;14212;14529;14268;
06/11/2025;15073;14431;15862;14266;14375;14134;
07/11/2025;15074;14475;15796;14204;14422;14212;
08/11/2025;15016;14546;15788;14349;14506;14229;
09/11/2025;14974;14471;15904;14251;14504;14287;
10/11/2025;15064;14426;15818;14382;14498;14161;
11/11/2025;15094;14481;15887;14218;14516;14155;
12/11/2025;15053;14476;15813;14306;14391;14254;
13/11/2025;15089;14472;15884;14376;14352;14249;
14/11/2025;15025;14510;15836;14244;14453;14188;
15/11/2025;15085;14587;15865;14384;14392;14109;
16/11/2025;15114;14489;15801;14315;14359;14105;
17/11/2025;15114;14395;15833;14336;14438;14232;
18/11/2025;15074;14444;15756;14245;14487;14206;
19/11/2025;14983;14431;15866;14373;14423;14245;
20/11/2025;14947;14587;15785;14349;14417;14101;
21/11/2025;15054;14537;15936;14288;14466;14153;
22/11/2025;15042;14484;15874;14217;14517;14107;
23/11/2025;15140;14502;15832;14256;14410;14278;
24/11/2025;15051;14403;15823;14367;14489;14280;
25/11/2025;15079;14429;15852;14370;14486;14250;
26/11/2025;14994;14474;15835;14376;14398;14302;
27/11/2025;14990;14569;15911;14322;14525;14272;
28/11/2025;15102;14441;15769;14395;14504;14256;
29/11/2025;14966;14543;15817;14213;14410;14207;
30/11/2025;15157;14471;15905;14322;14438;14305;
01/12/2025;15108;14489;15797;14268;14470;14285;
02/12/2025;15130;14579;15949;14305;14487;14110;
03/12/2025;14970;14574;15945;14334;14378;14131;
04/12/2025;14969;14526;15812;14392;14442;14150;
05/12/2025;15103;14575;15840;14406;14464;14259;
06/12/2025;15105;14533;15888;14358;14413;14289;
07/12/2025;14994;14522;15910;14326;14442;14148;
08/12/2025;15102;14475;15817;14298;14447;14257;
09/12/2025;14980;14418;15882;14386;14485;14241;
10/12/2025;15057;14508;15939;14271;14534;14207;
11/12/2025;15156;14582;15855;14337;14446;14125;
12/12/2025;14987;14600;15762;14221;14510;14220;
13/12/2025;15083;14603;15910;14351;14406;14233;
14/12/2025;15071;14500;15942;14219;14409;14285;
15/12/2025;15073;14523;15811;14400;14364;14114;
16/12/2025;15042;14498;15776;14404;14476;14203;
17/12/2025;15126;14558;15916;14330;14521;14146;
18/12/2025;15159;14437;15834;14266;14360;14208;
19/12/2025;15126;14469;15842;14342;14487;14257;
20/12/2025;15155;14424;15826;14221;14551;14277;
21/12/2025;15110;14518;15805;14350;14454;14288;
22/12/2025;15149;14587;15791;14354;14487;14164;
23/12/2025;15038;14534;15780;14296;14383;14218;
24/12/2025;15141;14417;15788;14213;14451;14274;
25/12/2025;15061;14517;15927;14225;14485;14284;
26/12/2025;15101;14505;15954;14417;14487;14330;
27/12/2025;15028;14456;15800;14311;14420;14158;
28/12/2025;15030;14572;15877;14423;14496;14266;
29/12/2025;15031;14488;15938;14416;14455;14189;
30/12/2025;14994;14482;15839;14306;14483;14198;
31/12/2025;15168;14609;15963;14244;14496;14272;
01/01/2026;15046;14528;15809;14421;14383;14279;
02/01/2026;15012;14553;15944;14393;14497;14330;
03/01/2026;15124;14467;15899;14418;14436;14221;
04/01/2026;14986;14610;15962;14262;14440;14197;
05/01/2026;15025;14438;15896;14243;14578;14307;
06/01/2026;15090;14456;15798;14394;14528;14173;
07/01/2026;14981;14524;15825;14330;14421;14184;

